Sommario profitti e perdite Realizzati e Non realizzati,Header,Tipo di attivo,Simbolo,Agg. costo,Realizzato Profitto S/T,Realizzato Perdita S/T,Realizzato Profitto L/T,Realizzato Perdita L/T,Realizzato Totale,Non realizzato Profitto S/T,Non realizzato Perdita S/T,Non realizzato Profitto L/T,Non realizzato Perdita L/T,Non realizzato Totale,Totale,Codice
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 175 C,0,749.17236851,-21.626489799,0,0,727.545878712,0,0,0,0,0,727.545878712,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 177.5 C,0,0,-41.985483325,0,0,-41.985483325,0,0,0,0,0,-41.985483325,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 180 C,0,405.130663431,0,0,0,405.130663431,0,0,0,0,0,405.130663431,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 182.5 C,0,242.561528552,0,0,0,242.561528552,0,0,0,0,0,242.561528552,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 185 C,0,151.828824687,-110.107314617,0,0,41.721510071,0,0,0,0,0,41.721510071,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 190 C,0,37.656197355,-17.702554179,0,0,19.953643175,0,0,0,0,0,19.953643175,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 192.5 C,0,0,-66.308915568,0,0,-66.308915568,0,0,0,0,0,-66.308915568,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 19AUG22 200 C,0,0,-29.751533123,0,0,-29.751533123,0,0,0,0,0,-29.751533123,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 26AUG22 160 P,0,0,-11.69946983,0,0,-11.69946983,0,0,0,0,0,-11.69946983,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 26AUG22 162.5 P,0,32.909829654,0,0,0,32.909829654,0,0,0,0,0,32.909829654,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 26AUG22 170 C,0,24.950569807,0,0,0,24.950569807,0,0,0,0,0,24.950569807,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 26AUG22 172.5 C,0,0,-9.540103915,0,0,-9.540103915,0,0,0,0,0,-9.540103915,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 02SEP22 167.5 C,0,41.801433362,0,0,0,41.801433362,0,0,0,0,0,41.801433362,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 02SEP22 170 C,0,0,-11.606989405,0,0,-11.606989405,0,0,0,0,0,-11.606989405,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 16SEP22 155 P,0,0,-171.408823272,0,0,-171.408823272,0,0,0,0,0,-171.408823272,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 16SEP22 160 P,0,363.620048434,-8.06252269,0,0,355.557525744,0,0,0,0,0,355.557525744,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 16SEP22 167.5 C,0,394.401679636,0,0,0,394.401679636,0,0,0,0,0,394.401679636,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 16SEP22 170 C,0,0,-183.57838889,0,0,-183.57838889,0,0,0,0,0,-183.57838889,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 16SEP22 175 C,0,104.824662305,0,0,0,104.824662305,0,0,0,0,0,104.824662305,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 16SEP22 180 C,0,0,-57.371719887,0,0,-57.371719887,0,0,0,0,0,-57.371719887,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 21OCT22 145 P,0,0,-50.09481603,0,0,-50.09481603,0,0,0,0,0,-50.09481603,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 21OCT22 152.5 P,0,128.01181408,0,0,0,128.01181408,0,0,0,0,0,128.01181408,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 21OCT22 157.5 P,0,17.967322433,0,0,0,17.967322433,0,0,0,0,0,17.967322433,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 21OCT22 170 C,0,300.739670297,0,0,0,300.739670297,0,0,0,0,0,300.739670297,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 21OCT22 185 C,0,0,-23.72821603,0,0,-23.72821603,0,0,0,0,0,-23.72821603,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 18NOV22 150 P,0,78.795645368,0,0,0,78.795645368,0,0,0,0,0,78.795645368,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 18NOV22 180 C,0,32.351540141,0,0,0,32.351540141,0,0,0,0,0,32.351540141,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 18NOV22 195 C,0,0,-13.809876465,0,0,-13.809876465,0,0,0,0,0,-13.809876465,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 16DEC22 150 P,0,72.63908603,0,0,0,72.63908603,0,0,0,0,0,72.63908603,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 16DEC22 160 P,0,247.399554666,0,0,0,247.399554666,0,0,0,0,0,247.399554666,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 16DEC22 165 P,0,130.816329263,0,0,0,130.816329263,0,0,0,0,0,130.816329263,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 16DEC22 185 C,0,68.598984526,0,0,0,68.598984526,0,0,0,0,0,68.598984526,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 16DEC22 190 C,0,0,-30.735741158,0,0,-30.735741158,0,0,0,0,0,-30.735741158,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 17FEB23 165 P,0,202.684284032,0,0,0,202.684284032,0,0,0,0,0,202.684284032,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 17MAR23 165 P,0,0,0,0,0,0,0,-228.678107737,0,0,-228.678107737,-228.678107737,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 17MAR23 175 C,0,0,0,0,0,0,149.611655846,0,0,0,149.611655846,149.611655846,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 17MAR23 180 C,0,14.922982527,0,0,0,14.922982527,0,0,0,0,0,14.922982527,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 17MAR23 185 C,0,139.848827386,0,0,0,139.848827386,0,0,0,0,0,139.848827386,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,JNJ 17MAR23 190 C,0,0,-35.06995891,0,0,-35.06995891,0,-43.662643378,0,0,-43.662643378,-78.732602288,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 24JUN22 57 P,0,0,-4.232438418,0,0,-4.232438418,0,0,0,0,0,-4.232438418,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 24JUN22 60 P,0,11.828838337,0,0,0,11.828838337,0,0,0,0,0,11.828838337,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 08JUL22 58 P,0,0,-7.488076434,0,0,-7.488076434,0,0,0,0,0,-7.488076434,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 08JUL22 61 P,0,23.541725285,0,0,0,23.541725285,0,0,0,0,0,23.541725285,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 15JUL22 57 P,0,0,-12.519150103,0,0,-12.519150103,0,0,0,0,0,-12.519150103,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 15JUL22 60 P,0,21.276049435,0,0,0,21.276049435,0,0,0,0,0,21.276049435,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 15JUL22 61 P,0,7.879232879,0,0,0,7.879232879,0,0,0,0,0,7.879232879,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 15JUL22 64 C,0,6.094956478,0,0,0,6.094956478,0,0,0,0,0,6.094956478,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 15JUL22 65 C,0,23.532996767,0,0,0,23.532996767,0,0,0,0,0,23.532996767,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 15JUL22 68 C,0,0,-5.996461904,0,0,-5.996461904,0,0,0,0,0,-5.996461904,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 19AUG22 52.5 P,0,0,-56.123044055,0,0,-56.123044055,0,0,0,0,0,-56.123044055,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 19AUG22 57.5 P,0,122.208337983,-33.866789475,0,0,88.341548508,0,0,0,0,0,88.341548508,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 19AUG22 60 P,0,58.516757018,0,0,0,58.516757018,0,0,0,0,0,58.516757018,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 19AUG22 61 P,0,0,-80.582721192,0,0,-80.582721192,0,0,0,0,0,-80.582721192,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 19AUG22 62.5 P,0,129.178491175,0,0,0,129.178491175,0,0,0,0,0,129.178491175,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 19AUG22 65 C,0,12.565836243,-19.610292335,0,0,-7.044456092,0,0,0,0,0,-7.044456092,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 19AUG22 67 C,0,0,-41.931571788,0,0,-41.931571788,0,0,0,0,0,-41.931571788,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 19AUG22 67.5 C,0,51.833725075,0,0,0,51.833725075,0,0,0,0,0,51.833725075,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 19AUG22 72.5 C,0,0,-16.522243992,0,0,-16.522243992,0,0,0,0,0,-16.522243992,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 09SEP22 66 C,0,237.733828403,0,0,0,237.733828403,0,0,0,0,0,237.733828403,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 09SEP22 67 C,0,0,-134.102839851,0,0,-134.102839851,0,0,0,0,0,-134.102839851,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 21OCT22 57.5 P,0,520.903168013,0,0,0,520.903168013,0,0,0,0,0,520.903168013,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 21OCT22 60 P,0,0,-953.937623691,0,0,-953.937623691,0,0,0,0,0,-953.937623691,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 21OCT22 62.5 C,0,43.000007382,0,0,0,43.000007382,0,0,0,0,0,43.000007382,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 21OCT22 65 C,0,62.462223748,0,0,0,62.462223748,0,0,0,0,0,62.462223748,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 21OCT22 67.5 C,0,0,-31.008592045,0,0,-31.008592045,0,0,0,0,0,-31.008592045,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 18NOV22 47.5 P,0,27.668568061,0,0,0,27.668568061,0,0,0,0,0,27.668568061,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 18NOV22 55 P,0,29.308257464,0,0,0,29.308257464,0,0,0,0,0,29.308257464,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 18NOV22 60 C,0,0,-178.000088006,0,0,-178.000088006,0,0,0,0,0,-178.000088006,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 18NOV22 65 C,0,0,-8.424738465,0,0,-8.424738465,0,0,0,0,0,-8.424738465,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 16DEC22 57.5 P,0,37.105877404,0,0,0,37.105877404,0,0,0,0,0,37.105877404,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 20JAN23 57.5 P,0,21.801088076,0,0,0,21.801088076,0,0,0,0,0,21.801088076,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 17FEB23 57.5 P,0,240.452282504,0,0,0,240.452282504,0,0,0,0,0,240.452282504,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,KO 17MAR23 60 P,0,0,0,0,0,0,0,-101.542363016,0,0,-101.542363016,-101.542363016,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 24JUN22 82 P,0,0,-8.220000818,0,0,-8.220000818,0,0,0,0,0,-8.220000818,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 24JUN22 85 P,0,4.983180555,0,0,0,4.983180555,0,0,0,0,0,4.983180555,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 24JUN22 86 P,0,18.829006447,0,0,0,18.829006447,0,0,0,0,0,18.829006447,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 24JUN22 88 P,0,24.518833296,0,0,0,24.518833296,0,0,0,0,0,24.518833296,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 24JUN22 89 C,0,0,-25.396892482,0,0,-25.396892482,0,0,0,0,0,-25.396892482,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 24JUN22 90 C,0,0,-55.923780391,0,0,-55.923780391,0,0,0,0,0,-55.923780391,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 24JUN22 92 C,0,10.644420771,0,0,0,10.644420771,0,0,0,0,0,10.644420771,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 01JUL22 86 P,0,0,-10.45582902,0,0,-10.45582902,0,0,0,0,0,-10.45582902,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 01JUL22 90 P,0,44.863637603,0,0,0,44.863637603,0,0,0,0,0,44.863637603,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 08JUL22 86 P,0,0,-19.439836434,0,0,-19.439836434,0,0,0,0,0,-19.439836434,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 08JUL22 88 P,0,38.441266376,0,0,0,38.441266376,0,0,0,0,0,38.441266376,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 15JUL22 88 P,0,0,-37.853994714,0,0,-37.853994714,0,0,0,0,0,-37.853994714,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 15JUL22 90 P,0,27.398348558,0,0,0,27.398348558,0,0,0,0,0,27.398348558,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 15JUL22 91 P,0,22.9505261,0,0,0,22.9505261,0,0,0,0,0,22.9505261,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 15JUL22 92 P,0,25.1760459,0,0,0,25.1760459,0,0,0,0,0,25.1760459,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 15JUL22 93 C,0,0,-215.538696508,0,0,-215.538696508,0,0,0,0,0,-215.538696508,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 15JUL22 94 C,0,0,-68.241424629,0,0,-68.241424629,0,0,0,0,0,-68.241424629,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 15JUL22 96 C,0,24.858494204,0,0,0,24.858494204,0,0,0,0,0,24.858494204,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 15JUL22 97 C,0,81.165772546,0,0,0,81.165772546,0,0,0,0,0,81.165772546,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 15JUL22 98 C,0,0,-10.754653903,0,0,-10.754653903,0,0,0,0,0,-10.754653903,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 22JUL22 90 P,0,24.633444085,0,0,0,24.633444085,0,0,0,0,0,24.633444085,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 22JUL22 92.5 P,0,0,-198.535922061,0,0,-198.535922061,0,0,0,0,0,-198.535922061,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 05AUG22 91 C,0,37.315042497,0,0,0,37.315042497,0,0,0,0,0,37.315042497,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 05AUG22 92.5 C,0,0,-17.455973076,0,0,-17.455973076,0,0,0,0,0,-17.455973076,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 12AUG22 89 C,0,0,-715.253746664,0,0,-715.253746664,0,0,0,0,0,-715.253746664,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 12AUG22 90 C,0,238.925270148,0,0,0,238.925270148,0,0,0,0,0,238.925270148,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 19AUG22 77.5 P,0,0,-20.604568529,0,0,-20.604568529,0,0,0,0,0,-20.604568529,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 19AUG22 82.5 P,0,0,-181.13022729,0,0,-181.13022729,0,0,0,0,0,-181.13022729,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 19AUG22 85 P,0,280.17960737,0,0,0,280.17960737,0,0,0,0,0,280.17960737,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 19AUG22 87 P,0,0,-135.222443298,0,0,-135.222443298,0,0,0,0,0,-135.222443298,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 19AUG22 87.5 P,0,22.07999631,0,0,0,22.07999631,0,0,0,0,0,22.07999631,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 19AUG22 89 P,0,283.13949267,0,0,0,283.13949267,0,0,0,0,0,283.13949267,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 19AUG22 92.5 C,0,97.82737133,-19.884423921,0,0,77.942947409,0,0,0,0,0,77.942947409,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 19AUG22 94 C,0,209.967992433,0,0,0,209.967992433,0,0,0,0,0,209.967992433,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 19AUG22 95 C,0,303.901827358,-97.96244839,0,0,205.939378968,0,0,0,0,0,205.939378968,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 19AUG22 96 C,0,0,-34.663282596,0,0,-34.663282596,0,0,0,0,0,-34.663282596,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 19AUG22 98 C,0,0,-74.916523414,0,0,-74.916523414,0,0,0,0,0,-74.916523414,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 19AUG22 105 C,0,0,-64.387037368,0,0,-64.387037368,0,0,0,0,0,-64.387037368,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 16SEP22 85 P,0,62.343441721,0,0,0,62.343441721,0,0,0,0,0,62.343441721,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 16SEP22 90 C,0,471.384051389,0,0,0,471.384051389,0,0,0,0,0,471.384051389,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 16SEP22 92.5 C,0,0,-391.804195749,0,0,-391.804195749,0,0,0,0,0,-391.804195749,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 21OCT22 75 P,0,0,-47.66097603,0,0,-47.66097603,0,0,0,0,0,-47.66097603,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 21OCT22 80 P,0,107.168033041,0,0,0,107.168033041,0,0,0,0,0,107.168033041,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 21OCT22 92.5 C,0,205.60846273,0,0,0,205.60846273,0,0,0,0,0,205.60846273,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 21OCT22 95 C,0,0,-409.741563543,0,0,-409.741563543,0,0,0,0,0,-409.741563543,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 18NOV22 65 P,0,0,-17.739475726,0,0,-17.739475726,0,0,0,0,0,-17.739475726,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 18NOV22 77.5 P,0,24.950916833,0,0,0,24.950916833,0,0,0,0,0,24.950916833,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 18NOV22 82.5 P,0,31.923398916,0,0,0,31.923398916,0,0,0,0,0,31.923398916,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 18NOV22 85 P,0,0,-2.864781832,0,0,-2.864781832,0,0,0,0,0,-2.864781832,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 18NOV22 95 C,0,159.225626695,0,0,0,159.225626695,0,0,0,0,0,159.225626695,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 18NOV22 100 C,0,0,-118.885893759,0,0,-118.885893759,0,0,0,0,0,-118.885893759,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 16DEC22 80 P,0,78.544097908,0,0,0,78.544097908,0,0,0,0,0,78.544097908,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 16DEC22 92.5 P,0,94.223127942,0,0,0,94.223127942,0,0,0,0,0,94.223127942,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 16DEC22 95 P,0,105.803132231,0,0,0,105.803132231,0,0,0,0,0,105.803132231,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 16DEC22 97.5 P,0,35.542023684,0,0,0,35.542023684,0,0,0,0,0,35.542023684,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 16DEC22 100 P,0,19.664556746,0,0,0,19.664556746,0,0,0,0,0,19.664556746,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 16DEC22 103 P,0,40.363493507,0,0,0,40.363493507,0,0,0,0,0,40.363493507,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 16DEC22 105 C,0,0,-453.683427492,0,0,-453.683427492,0,0,0,0,0,-453.683427492,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 16DEC22 105 P,0,0,-0.627276588,0,0,-0.627276588,0,0,0,0,0,-0.627276588,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 16DEC22 110 P,0,0,-20.73392112,0,0,-20.73392112,0,0,0,0,0,-20.73392112,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 16DEC22 115 C,0,19.618928081,0,0,0,19.618928081,0,0,0,0,0,19.618928081,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 20JAN23 105 C,0,0,-194.00562914,0,0,-194.00562914,0,0,0,0,0,-194.00562914,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 20JAN23 105 P,0,74.50921166,0,0,0,74.50921166,0,0,0,0,0,74.50921166,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 20JAN23 110 P,0,246.218520631,0,0,0,246.218520631,0,0,0,0,0,246.218520631,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 20JAN23 115 C,0,0.876608574,0,0,0,0.876608574,0,0,0,0,0,0.876608574,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 17FEB23 110 C,0,0,-93.568278176,0,0,-93.568278176,0,0,0,0,0,-93.568278176,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 17FEB23 115 P,0,222.24686663,0,0,0,222.24686663,0,0,0,0,0,222.24686663,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 17FEB23 120 P,0,0,-87.048370411,0,0,-87.048370411,0,0,0,0,0,-87.048370411,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 17FEB23 125 C,0,0,-5.813881596,0,0,-5.813881596,0,0,0,0,0,-5.813881596,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 17MAR23 105 C,0,0,0,0,0,0,382.911931569,0,0,0,382.911931569,382.911931569,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 17MAR23 110 C,0,211.337765451,0,0,0,211.337765451,0,0,0,0,0,211.337765451,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 17MAR23 115 P,0,0,0,0,0,0,0,-374.65241586,0,0,-374.65241586,-374.65241586,
Sommario profitti e perdite Realizzati e Non realizzati,Data,Opzioni su indici e su azioni,MRK 17MAR23 120 P,0,0,-266.72510067,0,0,-266.72510067,0,0,0,0,0,-266.72510067,
